     9,    11,   1155.75,    -35.66                                           
     9,    13,   1167.75,    -35.66                                           
     9,    15,   1179.75,    -35.65                                           
     9,    17,   1191.75,    -35.65                                           
     9,    19,   1203.75,    -35.65                                           
    10,     1,   1215.75,    -35.65                                           
    10,     2,   1221.75,    -35.65                                           
    10,     3,   1227.75,    -35.65                                           
    10,     7,   1251.75,    -35.50                                           
    10,    11,   1275.75,    -35.49                                           
    10,    13,   1287.75,    -35.49                                           
    10,    15,   1299.75,    -35.49                                           
    10,    17,   1311.75,    -35.48                                           
    10,    19,   1323.75,    -35.48                                           
    11,     1,   1335.75,    -35.48                                           
    11,     2,   1341.75,    -35.34                                           
    11,     3,   1347.75,    -35.33                                           
    11,     7,   1371.75,    -35.33                                           
    11,    11,   1395.75,    -35.32                                           
    11,    13,   1407.75,    -35.32                                           
    11,    15,   1419.75,    -35.31                                           
    11,    17,   1431.75,    -35.17                                           
    11,    19,   1443.75,    -35.31                                           
    12,     1,   1455.75,    -35.16                                           
    12,     2,   1461.75,    -35.16                                           
    12,     3,   1467.75,    -35.16                                           
    12,     7,   1491.75,    -35.15                                           
    12,    11,   1515.75,    -35.00                                           
    12,    13,   1527.75,    -35.00                                           
    12,    15,   1539.75,    -34.99                                           
    12,    17,   1551.75,    -34.99                                           
    12,    19,   1563.75,    -34.98                                           
    13,     1,   1575.75,    -34.98                                           
    13,     2,   1581.75,    -34.98                                           
    13,     3,   1587.75,    -34.98                                           
    13,     7,   1611.75,    -34.83                                           
    13,    11,   1635.75,    -34.82                                           
    13,    13,   1647.75,    -34.81                                           
    13,    15,   1659.75,    -34.81                                           
    13,    17,   1671.75,    -34.81                                           
    13,    19,   1683.75,    -34.80                                           
    14,     1,   1695.75,    -34.65                                           
    14,     2,   1701.75,    -34.65                                           
    14,     3,   1707.75,    -34.65                                           
    14,     7,   1731.75,    -34.64                                           
    14,    11,   1755.75,    -34.63                                           
    14,    13,   1767.75,    -34.48                                           
    14,    15,   1779.75,    -34.48                                           
    14,    17,   1791.75,    -34.48                                           
    14,    19,   1803.75,    -34.47                                           
    15,     1,   1815.75,    -34.47                                           
    15,     2,   1821.75,    -34.47                                           
    15,     3,   1827.75,    -34.46                                           
    15,     7,   1851.75,    -34.31                                           
    15,    11,   1875.75,    -34.30                                           
    15,    13,   1887.75,    -34.30                                           
    15,    15,   1899.75,    -34.29                                           
    15,    17,   1911.75,    -34.29                                           
    15,    19,   1923.75,    -34.28                                           
    16,     1,   1935.75,    -34.13                                           
    16,     2,   1941.75,    -34.13                                           
    16,     3,   1947.75,    -34.13                                           
    16,     7,   1971.75,    -34.12                                           
    16,    11,   1995.75,    -34.11                                           
    16,    13,   2007.75,    -33.96                                           
    16,    15,   2019.75,    -33.96                                           
    16,    17,   2031.75,    -33.95                                           
    16,    19,   2043.75,    -33.95                                           
    17,     1,   2055.75,    -33.94                                           
    17,     2,   2061.75,    -33.94                                           
    17,     3,   2067.75,    -33.94                                           
    17,     7,   2091.75,    -33.78                                           
    17,    11,   2115.75,    -33.78                                           
    17,    13,   2127.75,    -33.77                                           
    17,    15,   2139.75,    -33.77                                           
    17,    17,   2151.75,    -33.76                                           
    17,    19,   2163.75,    -33.76                                           
    18,     1,   2175.75,    -33.60                                           
    18,     2,   2181.75,    -33.60                                           
    18,     3,   2187.75,    -33.60                                           
    18,     7,   2211.75,    -33.59                                           
    18,    11,   2235.75,    -33.58                                           
    18,    13,   2247.75,    -33.43                                           
    18,    15,   2259.75,    -33.42                                           
    18,    17,   2271.75,    -33.42                                           
    18,    19,   2283.75,    -33.41                                           
    19,     1,   2295.75,    -33.41                                           
    19,     2,   2301.75,    -33.41                                           
    19,     3,   2307.75,    -33.26                                           
    19,     7,   2331.75,    -33.25                                           
    19,    11,   2355.75,    -33.24                                           
    19,    13,   2367.75,    -33.23                                           
    19,    15,   2379.75,    -33.08                                           
    19,    17,   2391.75,    -33.07                                           
    19,    19,   2403.75,    -33.22                                           
    20,     1,   2415.75,    -33.06                                           
    20,     2,   2421.75,    -33.06                                           
    20,     3,   2427.75,    -33.06                                           
    20,     7,   2451.75,    -33.05                                           
    20,    11,   2475.75,    -32.89                                           
    20,    13,   2487.75,    -32.88                                           
    20,    15,   2499.75,    -32.88                                           
    20,    17,   2511.75,    -32.87                                           
    20,    19,   2523.75,    -32.87                                           
    21,     1,   2535.75,    -32.87                                           
    21,     2,   2541.75,    -32.25                                           
    21,     3,   2547.75,    -32.25                                           
    21,     7,   2571.75,    -32.24                                           
    21,    11,   2595.75,    -32.23                                           
    21,    13,   2607.75,    -32.23                                           
    21,    15,   2619.75,    -32.07                                           
    21,    17,   2631.75,    -32.06                                           
    21,    19,   2643.75,    -32.06                                           
    22,     1,   2655.75,    -32.05                                           
    22,     2,   2661.75,    -32.36                                           
    22,     3,   2667.75,    -32.05                                           
    22,     7,   2691.75,    -32.50                                           
    22,    11,   2715.75,    -31.87                                           
    22,    13,   2727.75,    -31.87                                           
    22,    15,   2739.75,    -31.86                                           
    22,    17,   2751.75,    -31.86                                           
    22,    19,   2763.75,    -31.85                                           
    23,     1,   2775.75,    -31.69                                           
    23,     2,   2781.75,    -31.69                                           
    23,     3,   2787.75,    -31.69                                           
    23,     7,   2811.75,    -31.68                                           
    23,    11,   2835.75,    -31.67                                           
    23,    13,   2847.75,    -31.51                                           
    23,    15,   2859.75,    -31.50                                           
    23,    17,   2871.75,    -31.50                                           
    23,    19,   2883.75,    -31.49                                           
    24,     1,   2895.75,    -31.49                                           
    24,     2,   2901.75,    -31.48                                           
    24,     3,   2907.75,    -31.48                                           
    24,     7,   2931.75,    -31.31                                           
    24,    11,   2955.75,    -31.30                                           
    24,    13,   2967.75,    -31.30                                           
    24,    15,   2979.75,    -31.29                                           
    24,    17,   2991.75,    -31.29                                           
    24,    19,   3003.75,    -31.28                                           
    25,     1,   3015.75,    -31.28                                           
    25,     2,   3021.75,    -31.28                                           
    25,     3,   3027.75,    -31.11                                           
    25,     7,   3051.75,    -31.10                                           
    25,    11,   3075.75,    -31.10                                           
    25,    13,   3087.75,    -31.09                                           
    25,    15,   3099.75,    -31.09                                           
    25,    17,   3111.75,    -31.08                                           
    25,    19,   3123.75,    -31.08                                           
    26,     1,   3135.75,    -30.91                                           
    26,     2,   3141.75,    -30.91                                           
    26,     3,   3147.75,    -30.91                                           
    26,     7,   3171.75,    -30.90                                           
    26,    11,   3195.75,    -30.89                                           
    26,    13,   3207.75,    -30.88                                           
    26,    15,   3219.75,    -30.88                                           
    26,    17,   3231.75,    -30.71                                           
    26,    19,   3243.75,    -30.87                                           
    27,     1,   3255.75,    -30.70                                           
    27,     2,   3261.75,    -30.70                                           
    27,     3,   3267.75,    -30.70                                           
    27,     7,   3291.75,    -30.69                                           
    27,    11,   3315.75,    -30.69                                           
    27,    13,   3327.75,    -30.53                                           
    27,    15,   3339.75,    -30.53                                           
    27,    17,   3351.75,    -30.53                                           
    27,    19,   3363.75,    -30.53                                           
    28,     1,   3375.75,    -30.53                                           
    28,     2,   3381.75,    -30.53                                           
    28,     3,   3387.75,    -30.53                                           
    28,     7,   3411.75,    -30.53                                           
    28,    11,   3435.75,    -30.53                                           
    28,    13,   3447.75,    -30.53                                           
    28,    15,   3459.75,    -30.36                                           
    28,    17,   3471.75,    -30.36                                           
    28,    19,   3483.75,    -30.53                                           
    29,     1,   3495.75,    -30.36                                           
    29,     2,   3501.75,    -30.36                                           
